,index,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,Total_Charge,day_rate,eve_rate,night_rate,intl_rate,CLUSTER
3504,171,AL,97,area_code_415,no,no,0,164.3,106,27.93,182.3,97,15.5,183.9,93,8.28,12.1,2,3.27,1,no,54.980000000000004,0.1699939135727328,0.0850246845858475,0.04502446982055464,0.2702479338842975,0
3505,172,IN,185,area_code_415,no,no,0,89.4,77,15.2,288.9,128,24.56,162.9,93,7.33,10.4,2,2.81,3,no,49.9,0.17002237136465323,0.08501211491865698,0.044996930632289746,0.2701923076923077,0
3506,173,AK,144,area_code_415,no,yes,38,276.3,149,46.97,252.0,112,21.42,132.5,85,5.96,8.7,3,2.35,1,no,76.69999999999999,0.1699963807455664,0.085,0.0449811320754717,0.2701149425287357,1
3507,174,AR,97,area_code_510,no,yes,32,172.7,79,29.36,217.4,101,18.48,260.7,88,11.73,11.7,5,3.16,1,no,62.730000000000004,0.170005790387956,0.08500459981600736,0.04499424626006905,0.2700854700854701,2
3508,175,VA,130,area_code_415,no,no,0,138.7,68,23.58,205.6,102,17.48,231.2,108,10.4,13.6,3,3.67,2,no,55.13,0.17000720980533526,0.08501945525291829,0.04498269896193772,0.2698529411764706,0
3509,176,DC,59,area_code_415,no,yes,26,205.4,68,34.92,115.0,115,9.78,214.7,130,9.66,9.4,2,2.54,5,no,56.9,0.1700097370983447,0.08504347826086955,0.044993013507219376,0.2702127659574468,4
3510,177,ID,139,area_code_408,no,no,0,187.4,86,31.86,169.3,116,14.39,153.4,88,6.9,11.7,3,3.16,1,no,56.31,0.17001067235859124,0.08499704666272888,0.044980443285528034,0.2700854700854701,1
3511,178,DE,12,area_code_415,no,no,0,206.1,105,35.04,246.6,104,20.96,254.6,83,11.46,12.1,7,3.27,2,no,70.73,0.1700145560407569,0.08499594484995945,0.045011783189316576,0.2702479338842975,2
3512,179,MN,42,area_code_408,no,yes,34,131.5,143,22.36,185.3,109,15.75,177.3,117,7.98,10.9,5,2.94,0,no,49.03,0.1700380228136882,0.08499730167296275,0.045008460236886635,0.2697247706422018,0
3513,180,WY,63,area_code_415,no,no,0,120.1,103,20.42,179.2,132,15.23,127.3,82,5.73,6.3,4,1.7,1,no,43.08000000000001,0.17002497918401335,0.0849888392857143,0.045011783189316576,0.2698412698412698,3
3514,181,NY,143,area_code_415,no,no,0,168.6,85,28.66,176.3,89,14.99,282.3,69,12.7,13.3,10,3.59,1,no,59.94,0.16998813760379597,0.08502552467385138,0.04498760184201204,0.2699248120300752,2
3515,182,VA,150,area_code_415,no,yes,29,235.8,91,40.09,202.8,84,17.24,246.3,81,11.08,11.9,4,3.21,1,no,71.61999999999999,0.17001696352841392,0.08500986193293884,0.04498578968737312,0.26974789915966385,2
3516,183,AR,156,area_code_510,no,no,0,189.4,114,32.2,145.7,96,12.38,192.8,121,8.68,4.5,13,1.22,0,no,54.480000000000004,0.17001055966209083,0.08496911461908031,0.0450207468879668,0.2711111111111111,3
3517,184,TX,98,area_code_408,no,no,0,158.5,90,26.95,254.4,67,21.62,178.4,104,8.03,14.8,5,4.0,2,no,60.6,0.17003154574132492,0.08498427672955976,0.04501121076233183,0.27027027027027023,0
3518,185,DC,17,area_code_510,no,yes,30,280.0,101,47.6,258.9,85,22.01,230.0,130,10.35,10.3,2,2.78,3,no,82.74,0.17,0.0850135187331016,0.045,0.2699029126213592,2
3519,186,NY,101,area_code_415,no,no,0,229.8,97,39.07,217.8,133,18.51,243.5,53,10.96,8.9,2,2.4,1,no,70.94,0.17001740644038293,0.0849862258953168,0.04501026694045175,0.2696629213483146,2
3520,187,OH,163,area_code_415,no,no,0,241.6,102,41.07,138.9,100,11.81,148.8,129,6.7,9.8,6,2.65,1,no,62.230000000000004,0.16999172185430464,0.08502519798416126,0.0450268817204301,0.2704081632653061,1
3521,188,LA,140,area_code_415,no,yes,27,176.0,141,29.92,201.3,143,17.11,167.9,93,7.56,7.1,5,1.92,3,no,56.510000000000005,0.17,0.08499751614505711,0.045026801667659315,0.27042253521126763,4
3522,189,OH,176,area_code_415,no,yes,31,167.0,93,28.39,174.1,128,14.8,155.0,124,6.98,10.4,4,2.81,3,no,52.980000000000004,0.17,0.08500861573808156,0.045032258064516134,0.2701923076923077,4
3523,190,UT,102,area_code_510,no,yes,45,129.2,142,21.96,239.4,114,20.35,223.4,66,10.05,8.7,4,2.35,0,no,54.71,0.16996904024767803,0.08500417710944028,0.04498657117278425,0.2701149425287357,0
3524,191,VA,71,area_code_415,no,yes,49,174.0,122,29.58,168.6,85,14.33,132.1,120,5.94,7.8,4,2.11,1,no,51.959999999999994,0.16999999999999998,0.08499406880189798,0.0449659348978047,0.2705128205128205,3
3525,192,TX,104,area_code_415,no,no,0,261.2,81,44.4,209.1,130,17.77,281.1,121,12.65,11.3,1,3.05,2,yes,77.87,0.16998468606431852,0.08498326159732185,0.04500177872643187,0.26991150442477874,2
3526,193,TN,96,area_code_415,no,no,0,264.6,117,44.98,264.1,121,22.45,77.1,89,3.47,8.1,4,2.19,0,no,73.08999999999999,0.16999244142101283,0.08500567966679287,0.0450064850843061,0.27037037037037037,1
3527,194,PA,90,area_code_408,no,no,0,160.9,97,27.35,136.4,46,11.59,209.0,121,9.4,9.1,4,2.46,2,no,50.8,0.16998135487880672,0.08497067448680351,0.044976076555023926,0.2703296703296703,3
3528,195,CT,106,area_code_510,no,yes,36,124.8,93,21.22,241.7,83,20.54,219.0,110,9.86,11.3,3,3.05,1,no,54.669999999999995,0.1700320512820513,0.0849813818783616,0.04502283105022831,0.26991150442477874,0
3529,196,DE,148,area_code_510,no,no,0,230.6,92,39.2,185.6,97,15.78,183.2,79,8.24,6.2,4,1.67,2,no,64.89,0.16999132697311364,0.08502155172413793,0.04497816593886463,0.2693548387096774,3
3530,197,IN,66,area_code_408,no,no,0,241.7,112,41.09,251.6,78,21.39,105.0,82,4.72,11.3,2,3.05,2,no,70.25,0.1700041373603641,0.08501589825119238,0.04495238095238095,0.26991150442477874,1
3531,198,UT,95,area_code_408,no,yes,35,229.1,143,38.95,148.2,104,12.6,248.4,110,11.18,3.9,3,1.05,0,no,63.78,0.17001309471846357,0.08502024291497975,0.045008051529790656,0.2692307692307693,3
3532,199,OK,127,area_code_408,no,no,0,212.9,92,36.19,260.1,124,22.11,177.6,85,7.99,8.6,2,2.32,2,no,68.60999999999999,0.16998590887740722,0.08500576701268742,0.044988738738738744,0.2697674418604651,2
3533,200,NH,79,area_code_408,no,yes,30,124.8,99,21.22,207.6,142,17.65,175.0,95,7.88,4.6,3,1.24,1,no,47.99,0.1700320512820513,0.08501926782273603,0.045028571428571425,0.26956521739130435,3
3534,201,MO,83,area_code_510,no,no,0,133.9,82,22.76,169.6,105,14.42,222.8,114,10.03,11.7,4,3.16,0,no,50.370000000000005,0.16997759522031367,0.08502358490566038,0.04501795332136445,0.2700854700854701,0
3535,202,NV,83,area_code_510,no,yes,31,129.8,87,22.07,183.4,110,15.59,169.4,40,7.62,14.3,6,3.86,1,no,49.13999999999999,0.17003081664098613,0.08500545256270446,0.04498229043683589,0.2699300699300699,0
3536,203,SC,136,area_code_415,no,no,0,88.5,112,15.05,279.5,98,23.76,278.0,69,12.51,7.5,12,2.03,1,no,53.35,0.17005649717514126,0.08500894454382828,0.045,0.27066666666666667,0
3537,204,HI,17,area_code_408,no,no,0,168.5,102,28.65,297.2,130,25.26,244.7,117,11.01,8.8,6,2.38,3,no,67.3,0.17002967359050444,0.08499327052489906,0.044993870044953005,0.27045454545454545,4
3538,205,DC,165,area_code_415,yes,no,0,81.4,110,13.84,263.7,150,22.41,219.7,107,9.89,12.2,3,3.29,1,no,49.43,0.17002457002457,0.08498293515358363,0.04501593081474739,0.269672131147541,0
3539,206,OK,149,area_code_510,no,no,0,117.2,99,19.92,227.7,74,19.35,221.7,141,9.98,9.0,7,2.43,1,no,51.68,0.16996587030716725,0.0849802371541502,0.04501578709968426,0.27,0
3540,207,ME,79,area_code_510,yes,no,0,300.4,113,51.07,210.8,93,17.92,173.4,121,7.8,11.9,3,3.21,2,yes,80.0,0.17000665778961385,0.08500948766603415,0.04498269896193771,0.26974789915966385,1
3541,208,AZ,94,area_code_415,no,no,0,195.1,105,33.17,272.4,100,23.15,142.7,102,6.42,11.5,16,3.11,1,no,65.85000000000001,0.17001537672988212,0.08498531571218797,0.04498948843728101,0.27043478260869563,1
3542,209,MN,93,area_code_415,no,no,0,172.0,80,29.24,219.1,76,18.62,169.8,108,7.64,10.3,3,2.78,0,no,58.28,0.16999999999999998,0.08498402555910543,0.04499411071849234,0.2699029126213592,1
3543,210,WY,109,area_code_415,yes,yes,46,165.2,85,28.08,136.0,92,11.56,184.8,100,8.32,11.9,5,3.21,1,no,51.17,0.16997578692493948,0.085,0.04502164502164502,0.26974789915966385,0
3544,211,WA,106,area_code_415,no,no,0,149.7,114,25.45,104.5,72,8.88,227.9,87,10.26,9.0,2,2.43,2,no,47.019999999999996,0.17000668002672012,0.08497607655502393,0.04501974550241334,0.27,0
3545,212,AL,92,area_code_408,no,no,0,185.8,61,31.59,118.1,131,10.04,257.5,70,11.59,11.8,4,3.19,1,no,56.41,0.170021528525296,0.08501270110076206,0.04500970873786408,0.2703389830508474,0
3546,213,WA,93,area_code_415,no,no,0,214.4,112,36.45,261.5,97,22.23,280.8,112,12.64,14.8,3,4.0,0,yes,75.32000000000001,0.17000932835820898,0.0850095602294455,0.045014245014245016,0.27027027027027023,2
3547,214,NM,124,area_code_408,no,no,0,244.6,91,41.58,125.1,70,10.63,303.4,104,13.65,12.0,5,3.24,0,no,69.1,0.16999182338511856,0.08497202238209434,0.0449901120632828,0.27,2
3548,215,MA,117,area_code_408,no,no,0,302.6,83,51.44,167.1,106,14.2,209.8,79,9.44,10.4,7,2.81,1,yes,77.89,0.1699933906146728,0.08497905445840814,0.04499523355576739,0.2701923076923077,2
3549,216,ME,163,area_code_415,no,yes,30,195.2,123,33.18,126.4,115,10.74,221.0,90,9.95,9.0,5,2.43,5,yes,56.300000000000004,0.1699795081967213,0.08496835443037974,0.04502262443438914,0.27,4
3550,217,SD,87,area_code_510,yes,no,0,207.8,113,35.33,182.2,129,15.49,163.4,98,7.35,13.0,3,3.51,1,no,61.68,0.17001924927815204,0.08501646542261251,0.04498164014687882,0.26999999999999996,1
3551,218,LA,59,area_code_415,no,no,0,119.0,119,20.23,134.5,115,11.43,298.6,75,13.44,9.0,6,2.43,2,yes,47.53,0.17,0.0849814126394052,0.0450100468854655,0.27,0
3552,219,HI,103,area_code_415,no,no,0,245.8,116,41.79,135.4,97,11.51,190.9,73,8.59,9.9,7,2.67,1,no,64.56,0.17001627339300243,0.08500738552437223,0.04499738082765846,0.26969696969696966,1
3553,220,FL,101,area_code_408,no,no,0,131.0,148,22.27,237.7,126,20.2,281.3,111,12.66,12.6,4,3.4,3,no,58.529999999999994,0.16999999999999998,0.08498106857383256,0.045005332385353716,0.2698412698412698,4
3554,221,WI,72,area_code_415,no,no,0,129.8,106,22.07,188.7,138,16.04,212.5,116,9.56,8.3,4,2.24,4,yes,49.910000000000004,0.17003081664098613,0.08500264970853207,0.04498823529411765,0.26987951807228916,4
3555,222,SD,108,area_code_510,yes,no,0,275.9,84,46.9,203.0,91,17.26,211.4,108,9.51,6.7,4,1.81,2,yes,75.48,0.16998912649510692,0.08502463054187193,0.04498580889309366,0.2701492537313433,3
3556,223,NH,80,area_code_510,no,no,0,213.3,124,36.26,189.6,86,16.12,193.7,107,8.72,12.1,2,3.27,1,no,64.36999999999999,0.16999531176746366,0.08502109704641352,0.045018069179143014,0.2702479338842975,1
3557,224,NJ,117,area_code_415,no,no,0,128.6,92,21.86,191.7,61,16.29,121.7,117,5.48,12.4,9,3.35,2,no,46.98,0.16998444790046657,0.08497652582159625,0.04502875924404273,0.2701612903225806,0
3558,225,ND,51,area_code_510,no,no,0,95.3,103,16.2,189.3,116,16.09,238.7,110,10.74,13.6,4,3.67,1,no,46.7,0.16998950682056663,0.0849973586899102,0.0449937159614579,0.2698529411764706,0
3559,226,MN,126,area_code_415,no,no,0,152.4,94,25.91,166.2,91,14.13,199.2,84,8.96,10.2,1,2.75,1,no,51.75,0.17001312335958005,0.08501805054151626,0.04497991967871487,0.26960784313725494,0
3560,227,VT,149,area_code_415,no,no,0,194.9,108,33.13,187.1,102,15.9,174.9,168,7.87,8.2,4,2.21,4,no,59.11,0.16998460749102104,0.08498129342597542,0.04499714122355632,0.26951219512195124,4
3561,228,MA,158,area_code_415,no,no,0,214.7,112,36.5,262.9,115,22.35,228.9,68,10.3,11.6,2,3.13,1,no,72.28,0.17000465766185377,0.08501331304678586,0.04499781564001748,0.26982758620689656,2
3562,229,WV,66,area_code_415,no,no,0,180.4,99,30.67,135.1,114,11.48,206.0,98,9.27,9.5,6,2.57,1,no,53.99,0.1700110864745011,0.0849740932642487,0.045,0.27052631578947367,3
3563,230,MI,82,area_code_415,no,no,0,164.1,84,27.9,317.7,109,27.0,241.5,87,10.87,13.3,4,3.59,1,no,69.36,0.170018281535649,0.08498583569405099,0.0450103519668737,0.2699248120300752,2
3564,231,RI,127,area_code_510,no,no,0,211.1,62,35.89,235.2,143,19.99,227.5,66,10.24,15.6,3,4.21,2,no,70.32999999999998,0.1700142112742776,0.08499149659863946,0.04501098901098901,0.26987179487179486,2
3565,232,NY,108,area_code_415,no,yes,19,312.4,98,53.11,271.4,122,23.07,162.6,91,7.32,10.1,6,2.73,0,no,86.23,0.17000640204865558,0.08500368459837879,0.045018450184501846,0.2702970297029703,2
3566,233,SD,106,area_code_408,no,yes,27,223.3,97,37.96,212.5,131,18.06,154.6,149,6.96,11.6,2,3.13,1,no,66.11,0.16999552171965965,0.08498823529411764,0.04501940491591203,0.26982758620689656,1
3567,234,WA,62,area_code_415,no,no,0,166.9,76,28.37,223.6,113,19.01,188.9,87,8.5,14.2,5,3.83,1,no,59.71,0.16998202516476932,0.08501788908765653,0.044997353096876656,0.26971830985915496,1
3568,235,KS,48,area_code_408,no,yes,26,192.9,60,32.79,179.2,87,15.23,185.5,137,8.35,18.7,7,5.05,0,no,61.419999999999995,0.16998444790046655,0.0849888392857143,0.04501347708894878,0.2700534759358289,1
3569,236,NV,58,area_code_415,no,yes,28,236.8,89,40.26,158.4,91,13.46,212.3,97,9.55,8.0,3,2.16,2,no,65.42999999999999,0.17001689189189187,0.08497474747474748,0.044983513895430996,0.27,3
3570,237,DC,138,area_code_415,no,no,0,149.7,99,25.45,160.0,97,13.6,256.5,161,11.54,9.5,5,2.57,1,no,53.16,0.17000668002672012,0.08499999999999999,0.04499025341130604,0.27052631578947367,3
3571,238,AR,81,area_code_415,no,yes,17,268.1,94,45.58,156.1,124,13.27,160.4,90,7.22,13.6,5,3.67,2,no,69.74,0.17001118985453187,0.08500960922485586,0.04501246882793017,0.2698529411764706,1
3572,239,CO,36,area_code_415,yes,no,0,245.0,119,41.65,195.5,91,16.62,165.7,87,7.46,7.8,7,2.11,1,no,67.83999999999999,0.16999999999999998,0.08501278772378518,0.04502112251056126,0.2705128205128205,1
3573,240,CA,90,area_code_510,no,yes,22,187.9,121,31.94,209.9,101,17.84,256.7,102,11.55,10.4,5,2.81,2,no,64.14,0.16998403406067056,0.08499285373987613,0.04499415660303857,0.2701923076923077,2
3574,241,OK,177,area_code_415,no,yes,21,234.0,108,39.78,238.0,61,20.23,201.9,125,9.09,8.8,4,2.38,0,no,71.48,0.17,0.085,0.0450222882615156,0.27045454545454545,2
3575,242,DC,108,area_code_510,yes,yes,36,153.8,105,26.15,246.2,62,20.93,150.9,125,6.79,11.1,4,3.0,1,no,56.87,0.17002600780234067,0.08501218521527214,0.04499668654738237,0.2702702702702703,1
3576,243,VA,25,area_code_415,yes,no,0,211.7,51,35.99,225.2,74,19.14,197.4,95,8.88,12.0,3,3.24,0,no,67.25,0.1700047236655645,0.0849911190053286,0.044984802431610946,0.27,2
3577,244,FL,133,area_code_408,no,yes,49,229.4,78,39.0,219.5,106,18.66,172.3,115,7.75,12.0,4,3.24,3,no,68.64999999999999,0.17000871839581516,0.08501138952164008,0.04497968659315148,0.27,4
3578,245,GA,90,area_code_415,no,no,0,68.8,124,11.7,168.1,106,14.29,281.7,96,12.68,9.8,5,2.65,1,no,41.32,0.17005813953488372,0.0850089232599643,0.04501242456514022,0.2704081632653061,0
3579,246,CT,94,area_code_415,no,no,0,200.2,113,34.03,128.9,116,10.96,278.9,109,12.55,10.4,5,2.81,0,no,60.35000000000001,0.16998001998002,0.08502715283165245,0.04499820724273934,0.2701923076923077,2
3580,247,IL,68,area_code_415,no,no,0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2,no,49.23,0.1699851411589896,0.08500967117988394,0.045014450867052025,0.2702127659574468,0
3581,248,WA,171,area_code_415,no,no,0,232.4,101,39.51,182.0,80,15.47,271.8,133,12.23,9.5,3,2.57,0,no,69.77999999999999,0.17000860585197933,0.085,0.04499632082413539,0.27052631578947367,2
3582,249,MN,122,area_code_415,no,no,0,126.0,89,21.42,147.0,95,12.5,280.2,97,12.61,5.6,4,1.51,0,no,48.04,0.17,0.08503401360544217,0.045003568879371875,0.2696428571428572,3
3583,250,NV,94,area_code_510,no,no,0,175.9,121,29.9,222.1,94,18.88,191.8,123,8.63,10.9,5,2.94,1,no,60.35,0.16998294485503126,0.085006753714543,0.04499478623566215,0.2697247706422018,1
3584,251,UT,25,area_code_415,yes,no,0,161.7,99,27.49,216.1,89,18.37,176.7,115,7.95,12.4,6,3.35,1,no,57.160000000000004,0.1700061842918986,0.08500694123091163,0.04499151103565365,0.2701612903225806,1
3585,252,MS,120,area_code_415,no,no,0,112.6,80,19.14,124.4,86,10.57,234.9,88,10.57,8.1,3,2.19,6,yes,42.47,0.1699822380106572,0.08496784565916399,0.044997871434653045,0.27037037037037037,4
3586,253,OH,107,area_code_415,no,yes,26,234.0,116,39.78,223.9,103,19.03,246.5,105,11.09,13.8,1,3.73,1,no,73.63000000000001,0.17,0.08499330058061635,0.04498985801217038,0.2702898550724638,2
3587,254,WV,78,area_code_408,no,no,0,226.3,88,38.47,306.2,81,26.03,200.9,120,9.04,7.8,11,2.11,1,yes,75.64999999999999,0.16999558108705257,0.08500979751796213,0.044997511199601783,0.2705128205128205,2
3588,255,UT,93,area_code_415,no,no,0,174.1,127,29.6,176.8,73,15.03,240.0,111,10.8,10.7,3,2.89,0,no,58.32000000000001,0.17001723147616313,0.08501131221719456,0.045000000000000005,0.27009345794392525,2
3589,256,CT,80,area_code_415,no,no,0,195.6,111,33.25,221.5,122,18.83,182.0,89,8.19,10.8,1,2.92,1,no,63.19,0.16998977505112475,0.08501128668171556,0.045,0.27037037037037037,1
3590,257,NH,127,area_code_415,no,no,0,200.8,104,34.14,181.4,73,15.42,89.7,49,4.04,9.7,5,2.62,0,no,56.22,0.1700199203187251,0.08500551267916207,0.04503901895206243,0.2701030927835052,1
3591,258,DE,82,area_code_415,yes,yes,41,116.9,74,19.87,228.2,115,19.4,251.4,89,11.31,9.9,8,2.67,1,no,53.25,0.16997433704020531,0.08501314636283962,0.044988066825775656,0.26969696969696966,0
3592,259,DE,44,area_code_415,no,no,0,225.6,118,38.35,135.4,122,11.51,190.1,96,8.55,12.1,5,3.27,1,no,61.68,0.16999113475177305,0.08500738552437223,0.04497632824829038,0.2702479338842975,1
3593,260,CO,69,area_code_408,no,yes,38,272.9,122,46.39,188.4,97,16.01,132.4,87,5.96,10.5,3,2.84,2,no,71.2,0.16998900696225724,0.0849787685774947,0.04501510574018127,0.2704761904761905,1
3594,261,FL,89,area_code_510,no,no,0,215.9,106,36.7,211.1,89,17.94,252.9,106,11.38,8.8,4,2.38,0,no,68.39999999999999,0.16998610467809172,0.08498342018000948,0.04499802293396599,0.27045454545454545,2
3595,262,ID,69,area_code_510,yes,no,0,199.7,121,33.95,189.4,92,16.1,264.0,120,11.88,11.1,4,3.0,6,yes,64.93,0.17000500751126693,0.08500527983104542,0.045000000000000005,0.2702702702702703,4
3596,263,DE,64,area_code_415,no,yes,31,281.9,121,47.92,240.6,104,20.45,212.2,120,9.55,7.0,5,1.89,3,no,79.81,0.1699893579283434,0.08499584372402327,0.04500471253534402,0.26999999999999996,4
3597,264,PA,167,area_code_415,yes,no,0,181.2,122,30.8,262.5,77,22.31,214.0,88,9.63,8.4,4,2.27,0,no,65.01,0.16997792494481237,0.08499047619047619,0.045000000000000005,0.2702380952380952,2
3598,265,NJ,139,area_code_415,no,no,0,63.3,116,10.76,177.3,113,15.07,171.6,82,7.72,14.2,4,3.83,1,no,37.379999999999995,0.16998420221169036,0.08499717992103778,0.04498834498834499,0.26971830985915496,0
3599,266,DC,41,area_code_510,no,no,0,208.0,83,35.36,199.4,110,16.95,173.5,91,7.81,14.9,3,4.02,1,no,64.14,0.16999999999999998,0.0850050150451354,0.045014409221902016,0.2697986577181208,1
3600,267,MO,104,area_code_510,no,no,0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3,no,57.94,0.1699947173798204,0.08501920614596671,0.04500430663221361,0.27066666666666667,4
3601,268,WA,166,area_code_510,no,no,0,156.8,100,26.66,171.5,93,14.58,149.1,97,6.71,11.2,10,3.02,1,yes,50.970000000000006,0.17002551020408163,0.08501457725947521,0.04500335345405768,0.2696428571428572,0
3602,269,AK,68,area_code_415,no,no,0,172.3,135,29.29,190.2,93,16.17,297.6,84,13.39,10.4,2,2.81,1,no,61.660000000000004,0.16999419616947184,0.08501577287066248,0.04499327956989247,0.2701923076923077,2
3603,270,OK,78,area_code_510,no,no,0,140.0,84,23.8,216.8,73,18.43,224.5,102,10.1,9.0,6,2.43,2,no,54.760000000000005,0.17,0.08500922509225092,0.04498886414253898,0.27,0
3604,271,RI,60,area_code_415,no,no,0,221.0,94,37.57,308.2,72,26.2,233.2,94,10.49,10.1,5,2.73,1,yes,76.99,0.17,0.08500973393900065,0.04498284734133791,0.2702970297029703,2
3605,272,OH,184,area_code_415,no,no,0,167.2,133,28.42,162.1,123,13.78,156.9,81,7.06,9.5,4,2.57,1,no,51.830000000000005,0.16997607655502395,0.08500925354719309,0.044996813256851495,0.27052631578947367,1
3606,273,MS,171,area_code_510,yes,no,0,191.6,83,32.57,181.1,103,15.39,195.3,73,8.79,8.6,3,2.32,3,no,59.07,0.16998956158663883,0.0849806736609608,0.045007680491551454,0.2697674418604651,4
3607,274,AZ,68,area_code_408,no,no,0,172.5,115,29.33,221.9,126,18.86,170.9,98,7.69,6.8,8,1.84,4,no,57.72,0.17002898550724638,0.08499324019828751,0.04499707431246343,0.2705882352941177,4
3608,275,VA,88,area_code_415,no,no,0,294.3,83,50.03,172.1,104,14.63,177.3,105,7.98,5.8,7,1.57,2,yes,74.21,0.16999660210669384,0.08500871586287043,0.045008460236886635,0.27068965517241383,3
3609,276,AL,130,area_code_408,no,no,0,289.1,79,49.15,150.1,106,12.76,163.4,98,7.35,13.5,4,3.65,1,no,72.91,0.17001037703216879,0.08500999333777481,0.04498164014687882,0.27037037037037037,1
3610,277,IL,156,area_code_415,no,no,0,162.6,113,27.64,260.2,90,22.12,214.7,93,9.66,10.9,2,2.94,0,no,62.36,0.16998769987699877,0.08501152959262107,0.044993013507219376,0.2697247706422018,2
3611,278,MS,92,area_code_510,no,yes,27,233.6,126,39.71,152.9,94,13.0,262.1,95,11.79,12.8,4,3.46,1,no,67.96,0.1699914383561644,0.08502289077828645,0.044982830980541774,0.27031249999999996,2
3612,279,MN,151,area_code_415,no,yes,31,240.7,102,40.92,106.5,96,9.05,195.7,128,8.81,10.6,2,2.86,2,no,61.64,0.17000415454923143,0.08497652582159625,0.045017884517118044,0.269811320754717,1
3613,280,OK,78,area_code_415,no,no,0,290.5,119,49.39,158.4,75,13.46,255.6,101,11.5,8.6,6,2.32,2,yes,76.66999999999999,0.1700172117039587,0.08497474747474748,0.04499217527386542,0.2697674418604651,2
3614,281,TN,102,area_code_415,no,no,0,183.2,112,31.14,187.5,113,15.94,232.3,77,10.45,9.2,5,2.48,1,yes,60.01,0.16997816593886464,0.08501333333333333,0.044984933275936285,0.26956521739130435,3
3615,282,WV,131,area_code_408,no,no,0,155.6,78,26.45,165.2,134,14.04,184.1,89,8.28,8.7,2,2.35,2,no,51.12,0.16998714652956298,0.08498789346246974,0.044975556762629,0.2701149425287357,3
3616,283,TN,127,area_code_415,yes,no,0,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15.0,4,4.05,3,yes,68.57,0.17000453103760763,0.08501762632197415,0.04500718390804598,0.26999999999999996,4
3617,284,FL,100,area_code_415,no,no,0,303.0,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81,1,yes,75.33,0.16999999999999998,0.08502277904328018,0.04497041420118344,0.2701923076923077,1
3618,285,NH,94,area_code_415,no,no,0,114.4,115,19.45,183.9,79,15.63,205.2,78,9.23,5.9,2,1.59,3,no,45.900000000000006,0.1700174825174825,0.08499184339314846,0.04498050682261209,0.2694915254237288,3
3619,286,NY,81,area_code_408,no,yes,36,164.8,106,28.02,210.2,138,17.87,173.6,78,7.81,4.3,2,1.16,2,no,54.86,0.17002427184466018,0.08501427212178878,0.04498847926267281,0.2697674418604651,3
3620,287,OH,160,area_code_415,no,no,0,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89,2,no,71.62,0.17001265288907635,0.08498322147651007,0.04500827357970215,0.27009345794392525,2
3621,288,NE,100,area_code_415,no,no,0,220.3,106,37.45,126.1,124,10.72,242.0,67,10.89,10.2,1,2.75,3,no,61.81,0.16999546073536087,0.08501189532117367,0.045000000000000005,0.26960784313725494,4
3622,289,WV,78,area_code_510,no,yes,26,189.0,98,32.13,191.7,67,16.29,217.0,68,9.76,11.3,3,3.05,0,no,61.23,0.17,0.08497652582159625,0.04497695852534562,0.26991150442477874,1
3623,290,NV,139,area_code_510,yes,no,0,172.6,92,29.34,281.7,123,23.94,253.4,117,11.4,10.5,3,2.84,3,no,67.52000000000001,0.16998841251448435,0.08498402555910543,0.04498816101026046,0.2704761904761905,4
3624,291,CT,88,area_code_415,no,no,0,168.8,141,28.7,211.5,129,17.98,86.9,92,3.91,10.5,7,2.84,3,no,53.43000000000001,0.17002369668246445,0.08501182033096927,0.044994246260069044,0.2704761904761905,4
3625,292,KS,152,area_code_408,no,yes,39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1,no,72.72,0.17001234060057588,0.08500211237853825,0.04497907949790795,0.26969696969696966,2
3626,293,VA,144,area_code_415,no,no,0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2.0,0,no,40.85,0.16996935648621042,0.08499708114419148,0.045026486168334316,0.27027027027027023,0
3627,294,ID,45,area_code_510,yes,yes,40,179.0,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92,3,no,59.540000000000006,0.17,0.08499633162142332,0.04500745156482862,0.27037037037037037,4
3628,295,NH,127,area_code_415,yes,no,0,324.3,107,55.13,141.6,90,12.04,207.6,90,9.34,12.8,7,3.46,1,yes,79.97,0.16999691643539933,0.08502824858757062,0.04499036608863199,0.27031249999999996,1
3629,296,ND,102,area_code_510,no,no,0,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3.0,2,no,39.88,0.17001434720229555,0.08498896247240618,0.04498054474708171,0.2702702702702703,0
